stars,text,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_final,polarity_score,polarity
2,"Sebenernya oke banget sih ini karna ada trans banyumaas nya, hanya saja sayang banget supir angkot yang kurang tertib getok harga di tengah perjalanan juga terkesan maksa dengan nada tinggi bikin gak oke sama sekali 🙏",Sebenernya oke banget sih ini karna ada trans banyumaas nya hanya saja sayang banget supir angkot yang kurang tertib getok harga di tengah perjalanan juga terkesan maksa dengan nada tinggi bikin gak oke sama sekali,sebenernya oke banget sih ini karna ada trans banyumaas nya hanya saja sayang banget supir angkot yang kurang tertib getok harga di tengah perjalanan juga terkesan maksa dengan nada tinggi bikin gak oke sama sekali,sebenarnya oke  sekali sih ini karena ada trans banyumaas nya hanya saja sayang  sekali supir angkot yang kurang tertib getok harga di tengah perjalanan juga terkesan maksa dengan nada tinggi bikin enggak oke sama sekali,"['sebenarnya', 'oke', 'sekali', 'sih', 'ini', 'karena', 'ada', 'trans', 'banyumaas', 'nya', 'hanya', 'saja', 'sayang', 'sekali', 'supir', 'angkot', 'yang', 'kurang', 'tertib', 'getok', 'harga', 'di', 'tengah', 'perjalanan', 'juga', 'terkesan', 'maksa', 'dengan', 'nada', 'tinggi', 'bikin', 'enggak', 'oke', 'sama', 'sekali']","['oke', 'trans', 'banyumaas', 'sayang', 'supir', 'angkot', 'tertib', 'getok', 'harga', 'perjalanan', 'terkesan', 'maksa', 'nada', 'bikin', 'oke']",oke trans banyumaas sayang supir angkot tertib getok harga perjalanan terkesan maksa nada bikin oke,5,positive
5,Rumah nyaman dan menyenangkan,Rumah nyaman dan menyenangkan,rumah nyaman dan menyenangkan,rumah nyaman dan menyenangkan,"['rumah', 'nyaman', 'dan', 'menyenangkan']","['rumah', 'nyaman', 'menyenangkan']",rumah nyaman menyenangkan,8,positive
5,Bersih.....,Bersih,bersih,bersih,['bersih'],['bersih'],bersih,0,neutral
4,"Terminalnya sepi, untuk fasilitas umumnya masih kurang... Banyak pedagang oleh oleh, warung disini rata rata bukanya siang & untuk tempat makan cuma ada beberapa itupun warteg. Hanya melayani angkotan desa/umum & bus trans banyumas",Terminalnya sepi untuk fasilitas umumnya masih kurang Banyak pedagang oleh oleh warung disini rata rata bukanya siang  untuk tempat makan cuma ada beberapa itupun warteg Hanya melayani angkotan desaumum  bus trans banyumas,terminalnya sepi untuk fasilitas umumnya masih kurang banyak pedagang oleh oleh warung disini rata rata bukanya siang  untuk tempat makan cuma ada beberapa itupun warteg hanya melayani angkotan desaumum  bus trans banyumas,terminalnya sepi untuk fasilitas umumnya masih kurang banyak pedagang oleh oleh warung disini rata rata bukanya siang untuk tempat makan cuma ada beberapa itupun warteg hanya melayani angkotan desaumum bus trans banyumas,"['terminalnya', 'sepi', 'untuk', 'fasilitas', 'umumnya', 'masih', 'kurang', 'banyak', 'pedagang', 'oleh', 'oleh', 'warung', 'disini', 'rata', 'rata', 'bukanya', 'siang', 'untuk', 'tempat', 'makan', 'cuma', 'ada', 'beberapa', 'itupun', 'warteg', 'hanya', 'melayani', 'angkotan', 'desaumum', 'bus', 'trans', 'banyumas']","['terminalnya', 'sepi', 'fasilitas', 'pedagang', 'warung', 'bukanya', 'siang', 'makan', 'itupun', 'warteg', 'melayani', 'angkotan', 'desaumum', 'bus', 'trans', 'banyumas']",terminalnya sepi fasilitas pedagang warung bukanya siang makan itupun warteg melayani angkotan desaumum bus trans banyumas,-7,negative
5,"sejuk ..
deket dengan taman wisata baturaden",sejuk  deket dengan taman wisata baturaden,sejuk  deket dengan taman wisata baturaden,sejuk dekat dengan taman wisata baturaden,"['sejuk', 'dekat', 'dengan', 'taman', 'wisata', 'baturaden']","['sejuk', 'taman', 'wisata', 'baturaden']",sejuk taman wisata baturaden,1,positive
5,kaya pukimay,kaya pukimay,kaya pukimay,kayak pukimay,"['kayak', 'pukimay']","['kayak', 'pukimay']",kayak pukimay,-3,negative
5,"Belanja pakaian, accesories,pulsa,top up, transfer,nyalon..komplit...harga murah tp bagus sesuai harga.pelayanan ramah.",Belanja pakaian accesoriespulsatop up transfernyalonkomplitharga murah tp bagus sesuai hargapelayanan ramah,belanja pakaian accesoriespulsatop up transfernyalonkomplitharga murah tp bagus sesuai hargapelayanan ramah,belanja pakaian accesoriespulsatop up transfernyalonkomplitharga murah tapi bagus sesuai hargapelayanan ramah,"['belanja', 'pakaian', 'accesoriespulsatop', 'up', 'transfernyalonkomplitharga', 'murah', 'tapi', 'bagus', 'sesuai', 'hargapelayanan', 'ramah']","['belanja', 'pakaian', 'accesoriespulsatop', 'transfernyalonkomplitharga', 'murah', 'bagus', 'sesuai', 'hargapelayanan', 'ramah']",belanja pakaian accesoriespulsatop transfernyalonkomplitharga murah bagus sesuai hargapelayanan ramah,10,positive
5,Terminal yang relatif nyaman dan tidak terlalu ramai 🥰,Terminal yang relatif nyaman dan tidak terlalu ramai,terminal yang relatif nyaman dan tidak terlalu ramai,terminal yang relatif nyaman dan tidak terlalu ramai,"['terminal', 'yang', 'relatif', 'nyaman', 'dan', 'tidak', 'terlalu', 'ramai']","['terminal', 'relatif', 'nyaman', 'tidak', 'ramai']",terminal relatif nyaman tidak ramai,-6,negative
4,"Keren banget bisa ke Baturraden naik transum, semoga sih semua kota2 / wisata di Indonesia bisa mencontoh ini.",Keren banget bisa ke Baturraden naik transum semoga sih semua kota  wisata di Indonesia bisa mencontoh ini,keren banget bisa ke baturraden naik transum semoga sih semua kota  wisata di indonesia bisa mencontoh ini,keren  sekali bisa ke baturraden naik transum semoga sih semua kota wisata di indonesia bisa mencontoh ini,"['keren', 'sekali', 'bisa', 'ke', 'baturraden', 'naik', 'transum', 'semoga', 'sih', 'semua', 'kota', 'wisata', 'di', 'indonesia', 'bisa', 'mencontoh', 'ini']","['keren', 'baturraden', 'transum', 'semoga', 'kota', 'wisata', 'indonesia', 'mencontoh']",keren baturraden transum semoga kota wisata indonesia mencontoh,3,positive
5,Tempatnya lumayan luas. Ada angkot yang bisa dicharter ke arah pintu masuk wisata baturraden dan tempat pemberhentian bus trans banyumas,Tempatnya lumayan luas Ada angkot yang bisa dicharter ke arah pintu masuk wisata baturraden dan tempat pemberhentian bus trans banyumas,tempatnya lumayan luas ada angkot yang bisa dicharter ke arah pintu masuk wisata baturraden dan tempat pemberhentian bus trans banyumas,tempatnya lumayan luas ada angkot yang bisa dicharter ke arah pintu masuk wisata baturraden dan tempat pemberhentian bus trans banyumas,"['tempatnya', 'lumayan', 'luas', 'ada', 'angkot', 'yang', 'bisa', 'dicharter', 'ke', 'arah', 'pintu', 'masuk', 'wisata', 'baturraden', 'dan', 'tempat', 'pemberhentian', 'bus', 'trans', 'banyumas']","['tempatnya', 'lumayan', 'luas', 'angkot', 'dicharter', 'arah', 'pintu', 'masuk', 'wisata', 'baturraden', 'pemberhentian', 'bus', 'trans', 'banyumas']",tempatnya lumayan luas angkot dicharter arah pintu masuk wisata baturraden pemberhentian bus trans banyumas,-5,negative
5,wah bagus teman bus nya seru dan nyaman,wah bagus teman bus nya seru dan nyaman,wah bagus teman bus nya seru dan nyaman,wah bagus teman bus nya seru dan nyaman,"['wah', 'bagus', 'teman', 'bus', 'nya', 'seru', 'dan', 'nyaman']","['bagus', 'teman', 'bus', 'seru', 'nyaman']",bagus teman bus seru nyaman,6,positive
5,Terminal baturaden di atas sendiri. turun bus bisa menikmati wisata di seitaran baturaden banyak fila dan tempat wisata,Terminal baturaden di atas sendiri turun bus bisa menikmati wisata di seitaran baturaden banyak fila dan tempat wisata,terminal baturaden di atas sendiri turun bus bisa menikmati wisata di seitaran baturaden banyak fila dan tempat wisata,terminal baturaden di atas sendiri turun bus bisa menikmati wisata di seitaran baturaden banyak fila dan tempat wisata,"['terminal', 'baturaden', 'di', 'atas', 'sendiri', 'turun', 'bus', 'bisa', 'menikmati', 'wisata', 'di', 'seitaran', 'baturaden', 'banyak', 'fila', 'dan', 'tempat', 'wisata']","['terminal', 'baturaden', 'turun', 'bus', 'menikmati', 'wisata', 'seitaran', 'baturaden', 'fila', 'wisata']",terminal baturaden turun bus menikmati wisata seitaran baturaden fila wisata,-8,negative
5,Parkir disini..tdk mampir,Parkir disinitdk mampir,parkir disinitdk mampir,parkir disinitdk mampir,"['parkir', 'disinitdk', 'mampir']","['parkir', 'disinitdk', 'mampir']",parkir disinitdk mampir,0,neutral
5,"Setelah sekian tahun, menyenangkan bisa balik lagi ke Baturraden.. manstaabb... 👍",Setelah sekian tahun menyenangkan bisa balik lagi ke Baturraden manstaabb,setelah sekian tahun menyenangkan bisa balik lagi ke baturraden manstaabb,setelah sekian tahun menyenangkan bisa balik lagi ke baturraden manstaabb,"['setelah', 'sekian', 'tahun', 'menyenangkan', 'bisa', 'balik', 'lagi', 'ke', 'baturraden', 'manstaabb']","['sekian', 'menyenangkan', 'baturraden', 'manstaabb']",sekian menyenangkan baturraden manstaabb,1,positive
5,Recommended gerbang wisata,Recommended gerbang wisata,recommended gerbang wisata,recommended gerbang wisata,"['recommended', 'gerbang', 'wisata']","['recommended', 'gerbang', 'wisata']",recommended gerbang wisata,0,neutral
4,Udaranya masih seger banget walaupun di terminal,Udaranya masih seger banget walaupun di terminal,udaranya masih seger banget walaupun di terminal,udaranya masih segar  sekali walaupun di terminal,"['udaranya', 'masih', 'segar', 'sekali', 'walaupun', 'di', 'terminal']","['udaranya', 'segar', 'terminal']",udaranya segar terminal,1,positive
4,"Jalan""",Jalan,jalan,jalan,['jalan'],['jalan'],jalan,0,neutral
5,"Agak jauh dari lokasi wisata, hrs naik kendaraan lagi",Agak jauh dari lokasi wisata hrs naik kendaraan lagi,agak jauh dari lokasi wisata hrs naik kendaraan lagi,agak jauh dari lokasi wisata harus naik kendaraan lagi,"['agak', 'jauh', 'dari', 'lokasi', 'wisata', 'harus', 'naik', 'kendaraan', 'lagi']","['lokasi', 'wisata', 'kendaraan']",lokasi wisata kendaraan,0,neutral
4,"Tidak banyak perubahan fisik.
Tapi sekarang, terminalnya lebih hidup karena ada Trans Banyumas sampe sini.",Tidak banyak perubahan fisik Tapi sekarang terminalnya lebih hidup karena ada Trans Banyumas sampe sini,tidak banyak perubahan fisik tapi sekarang terminalnya lebih hidup karena ada trans banyumas sampe sini,tidak banyak perubahan fisik tapi sekarang terminalnya lebih hidup karena ada trans banyumas sampai sini,"['tidak', 'banyak', 'perubahan', 'fisik', 'tapi', 'sekarang', 'terminalnya', 'lebih', 'hidup', 'karena', 'ada', 'trans', 'banyumas', 'sampai', 'sini']","['tidak', 'perubahan', 'fisik', 'terminalnya', 'hidup', 'trans', 'banyumas']",tidak perubahan fisik terminalnya hidup trans banyumas,-3,negative
5,"Lokasi bis trans banyumas koridor 2 parkir, dan ada jg angkutan umum pedesaan lainnya. Lokasi nya byk warung yang  bjualan makanan/minuman. klo mau cari toilet letaknya di pojokan sblh kanan.",Lokasi bis trans banyumas koridor  parkir dan ada jg angkutan umum pedesaan lainnya Lokasi nya byk warung yang  bjualan makananminuman klo mau cari toilet letaknya di pojokan sblh kanan,lokasi bis trans banyumas koridor  parkir dan ada jg angkutan umum pedesaan lainnya lokasi nya byk warung yang  bjualan makananminuman klo mau cari toilet letaknya di pojokan sblh kanan,lokasi bis trans banyumas koridor parkir dan ada juga angkutan umum pedesaan lainnya lokasi nya banyak warung yang bjualan makananminuman kalo mau cari toilet letaknya di pojokan sebelah kanan,"['lokasi', 'bis', 'trans', 'banyumas', 'koridor', 'parkir', 'dan', 'ada', 'juga', 'angkutan', 'umum', 'pedesaan', 'lainnya', 'lokasi', 'nya', 'banyak', 'warung', 'yang', 'bjualan', 'makananminuman', 'kalo', 'mau', 'cari', 'toilet', 'letaknya', 'di', 'pojokan', 'sebelah', 'kanan']","['lokasi', 'bis', 'trans', 'banyumas', 'koridor', 'parkir', 'angkutan', 'pedesaan', 'lokasi', 'warung', 'bjualan', 'makananminuman', 'kalo', 'cari', 'toilet', 'letaknya', 'pojokan', 'sebelah', 'kanan']",lokasi bis trans banyumas koridor parkir angkutan pedesaan lokasi warung bjualan makananminuman kalo cari toilet letaknya pojokan sebelah kanan,-6,negative
4,BATURRADEN aku sering ke sini,BATURRADEN aku sering ke sini,baturraden aku sering ke sini,baturraden aku sering ke sini,"['baturraden', 'aku', 'sering', 'ke', 'sini']",['baturraden'],baturraden,0,neutral
5,Ada Trans Banyumas yang akan bolak balik dari Baturraden ke kota Purwokerto. Armadanya yang bagus bersih dan baru. Tarif masih Free.,Ada Trans Banyumas yang akan bolak balik dari Baturraden ke kota Purwokerto Armadanya yang bagus bersih dan baru Tarif masih Free,ada trans banyumas yang akan bolak balik dari baturraden ke kota purwokerto armadanya yang bagus bersih dan baru tarif masih free,ada trans banyumas yang akan bolak balik dari baturraden ke kota purwokerto armadanya yang bagus bersih dan baru tarif masih free,"['ada', 'trans', 'banyumas', 'yang', 'akan', 'bolak', 'balik', 'dari', 'baturraden', 'ke', 'kota', 'purwokerto', 'armadanya', 'yang', 'bagus', 'bersih', 'dan', 'baru', 'tarif', 'masih', 'free']","['trans', 'banyumas', 'bolak', 'baturraden', 'kota', 'purwokerto', 'armadanya', 'bagus', 'bersih', 'tarif', 'free']",trans banyumas bolak baturraden kota purwokerto armadanya bagus bersih tarif free,4,positive
4,Popmie nya enak...,Popmie nya enak,popmie nya enak,popmie nya enak,"['popmie', 'nya', 'enak']","['popmie', 'enak']",popmie enak,1,positive
5,Terminal,Terminal,terminal,terminal,['terminal'],['terminal'],terminal,-3,negative
4,Ada bus  trans banyumas jurussn terminal baturraden,Ada bus  trans banyumas jurussn terminal baturraden,ada bus  trans banyumas jurussn terminal baturraden,ada bus trans banyumas jurussn terminal baturraden,"['ada', 'bus', 'trans', 'banyumas', 'jurussn', 'terminal', 'baturraden']","['bus', 'trans', 'banyumas', 'jurussn', 'terminal', 'baturraden']",bus trans banyumas jurussn terminal baturraden,-3,negative
5,Tempat transit Bus Trans Banyumas.,Tempat transit Bus Trans Banyumas,tempat transit bus trans banyumas,tempat transit bus trans banyumas,"['tempat', 'transit', 'bus', 'trans', 'banyumas']","['transit', 'bus', 'trans', 'banyumas']",transit bus trans banyumas,0,neutral
5,"Wisata malam , kuliner malam lengkap",Wisata malam  kuliner malam lengkap,wisata malam  kuliner malam lengkap,wisata malam kuliner malam lengkap,"['wisata', 'malam', 'kuliner', 'malam', 'lengkap']","['wisata', 'malam', 'kuliner', 'malam', 'lengkap']",wisata malam kuliner malam lengkap,0,neutral
5,Tempatnya luas,Tempatnya luas,tempatnya luas,tempatnya luas,"['tempatnya', 'luas']","['tempatnya', 'luas']",tempatnya luas,3,positive
5,"Bersih,petugas nya jg ramah",Bersihpetugas nya jg ramah,bersihpetugas nya jg ramah,bersihpetugas nya juga ramah,"['bersihpetugas', 'nya', 'juga', 'ramah']","['bersihpetugas', 'ramah']",bersihpetugas ramah,2,positive
5,Satel rame. Biar nambah incam  bpk2,Satel rame Biar nambah incam  bpk,satel rame biar nambah incam  bpk,satel rame biar menambah incam bpk,"['satel', 'rame', 'biar', 'menambah', 'incam', 'bpk']","['satel', 'rame', 'biar', 'menambah', 'incam', 'bpk']",satel rame biar menambah incam bpk,1,positive
5,Asri dan sejuk,Asri dan sejuk,asri dan sejuk,asri dan sejuk,"['asri', 'dan', 'sejuk']","['asri', 'sejuk']",asri sejuk,1,positive
4,Hari libur rame full bus dan motor,Hari libur rame full bus dan motor,hari libur rame full bus dan motor,hari libur rame full bus dan motor,"['hari', 'libur', 'rame', 'full', 'bus', 'dan', 'motor']","['libur', 'rame', 'full', 'bus', 'motor']",libur rame full bus motor,3,positive
5,Tempatnya stategis layanan bisnya juga bagus,Tempatnya stategis layanan bisnya juga bagus,tempatnya stategis layanan bisnya juga bagus,tempatnya stategis layanan bisnya juga bagus,"['tempatnya', 'stategis', 'layanan', 'bisnya', 'juga', 'bagus']","['tempatnya', 'stategis', 'layanan', 'bisnya', 'bagus']",tempatnya stategis layanan bisnya bagus,5,positive
5,"Terminal nya rapih, bus²nya juga bagus dan terawat, untuk destinasi ke baturaden lebih mudah dengan moda transportasi umum",Terminal nya rapih bus²nya juga bagus dan terawat untuk destinasi ke baturaden lebih mudah dengan moda transportasi umum,terminal nya rapih bus²nya juga bagus dan terawat untuk destinasi ke baturaden lebih mudah dengan moda transportasi umum,terminal nya rapi bus²nya juga bagus dan terawat untuk destinasi ke baturaden lebih mudah dengan moda transportasi umum,"['terminal', 'nya', 'rapi', 'bus²nya', 'juga', 'bagus', 'dan', 'terawat', 'untuk', 'destinasi', 'ke', 'baturaden', 'lebih', 'mudah', 'dengan', 'moda', 'transportasi', 'umum']","['terminal', 'rapi', 'bus²nya', 'bagus', 'terawat', 'destinasi', 'baturaden', 'mudah', 'moda', 'transportasi']",terminal rapi bus²nya bagus terawat destinasi baturaden mudah moda transportasi,9,positive
4,"Luas, agak panas sihh",Luas agak panas sihh,luas agak panas sihh,luas agak panas sih,"['luas', 'agak', 'panas', 'sih']","['luas', 'panas']",luas panas,4,positive
4,Ok,Ok,ok,ok,['ok'],['ok'],ok,4,positive
4,Ramai...saat weekend,Ramaisaat weekend,ramaisaat weekend,ramaisaat weekend,"['ramaisaat', 'weekend']","['ramaisaat', 'weekend']",ramaisaat weekend,0,neutral
4,Quiet,Quiet,quiet,quiet,['quiet'],['quiet'],quiet,0,neutral
5,Rame,Rame,rame,rame,['rame'],['rame'],rame,0,neutral
5,"Dekat obyek wisata Baturraden...
Tempat yg indah...",Dekat obyek wisata Baturraden Tempat yg indah,dekat obyek wisata baturraden tempat yg indah,dekat obyek wisata baturraden tempat yang indah,"['dekat', 'obyek', 'wisata', 'baturraden', 'tempat', 'yang', 'indah']","['obyek', 'wisata', 'baturraden', 'indah']",obyek wisata baturraden indah,1,positive
5,Tempatnya indah dan sejuk,Tempatnya indah dan sejuk,tempatnya indah dan sejuk,tempatnya indah dan sejuk,"['tempatnya', 'indah', 'dan', 'sejuk']","['tempatnya', 'indah', 'sejuk']",tempatnya indah sejuk,1,positive
5,Terminal untuk naik ke atas,Terminal untuk naik ke atas,terminal untuk naik ke atas,terminal untuk naik ke atas,"['terminal', 'untuk', 'naik', 'ke', 'atas']",['terminal'],terminal,-3,negative
5,"Sejuk,  bersih lingkungan,  bersih  perman.",Sejuk  bersih lingkungan  bersih  perman,sejuk  bersih lingkungan  bersih  perman,sejuk bersih lingkungan bersih perman,"['sejuk', 'bersih', 'lingkungan', 'bersih', 'perman']","['sejuk', 'bersih', 'lingkungan', 'bersih', 'perman']",sejuk bersih lingkungan bersih perman,3,positive
5,Terminal baturraden pokoknya terbaik 👍,Terminal baturraden pokoknya terbaik,terminal baturraden pokoknya terbaik,terminal baturraden pokoknya terbaik,"['terminal', 'baturraden', 'pokoknya', 'terbaik']","['terminal', 'baturraden', 'pokoknya', 'terbaik']",terminal baturraden pokoknya terbaik,-1,negative
5,Tertata dengan apik & baik.,Tertata dengan apik  baik,tertata dengan apik  baik,tertata dengan apik baik,"['tertata', 'dengan', 'apik', 'baik']","['tertata', 'apik']",tertata apik,-1,negative
5,Luas longgar pool buat parkir terutama bus parwis,Luas longgar pool buat parkir terutama bus parwis,luas longgar pool buat parkir terutama bus parwis,luas longgar pool buat parkir terutama bus parwis,"['luas', 'longgar', 'pool', 'buat', 'parkir', 'terutama', 'bus', 'parwis']","['luas', 'longgar', 'pool', 'parkir', 'bus', 'parwis']",luas longgar pool parkir bus parwis,7,positive
4,"Strategis tempatnya, bersih busnya jg ontime , supirnya ramah",Strategis tempatnya bersih busnya jg ontime  supirnya ramah,strategis tempatnya bersih busnya jg ontime  supirnya ramah,strategis tempatnya bersih busnya juga ontime supirnya ramah,"['strategis', 'tempatnya', 'bersih', 'busnya', 'juga', 'ontime', 'supirnya', 'ramah']","['strategis', 'tempatnya', 'bersih', 'busnya', 'ontime', 'supirnya', 'ramah']",strategis tempatnya bersih busnya ontime supirnya ramah,2,positive
